Graph NumThread Time
graphs/rmat-er.mtx 4 0.429652
graphs/rmat-er.mtx 8 0.255636
graphs/rmat-er.mtx 16 0.18456
graphs/rmat-er.mtx 1 1.16288
graphs/rmat-er.mtx 2 0.740599
graphs/rmat-er.mtx 4 0.45623
graphs/rmat-er.mtx 8 0.310258
graphs/rmat-er.mtx 16 0.24305
graphs/rmat-er.mtx 1 1.05212
graphs/rmat-er.mtx 2 0.744159
graphs/rmat-er.mtx 4 0.456669
graphs/rmat-er.mtx 8 0.269505
graphs/rmat-er.mtx 16 0.19782
graphs/rmat-er.mtx 1 1.11211
graphs/rmat-er.mtx 2 0.944075
graphs/rmat-er.mtx 4 0.470279
graphs/rmat-er.mtx 8 0.327809
graphs/rmat-er.mtx 16 0.197572
graphs/rmat-er.mtx 1 1.05408
graphs/rmat-er.mtx 2 0.667457
graphs/rmat-er.mtx 4 0.453396
graphs/rmat-er.mtx 8 0.281269
graphs/rmat-er.mtx 16 0.264005
graphs/rmat-er.mtx 1 1.05102
graphs/rmat-er.mtx 2 0.89075
graphs/rmat-er.mtx 4 0.528144
graphs/rmat-er.mtx 8 0.291983
graphs/rmat-er.mtx 16 0.202491
graphs/rmat-er.mtx 1 1.05611
graphs/rmat-er.mtx 2 0.886276
graphs/rmat-er.mtx 4 0.517719
graphs/rmat-er.mtx 8 0.282931
graphs/rmat-er.mtx 16 0.219058
graphs/rmat-er.mtx 1 1.05189
graphs/rmat-er.mtx 2 0.96906
graphs/rmat-er.mtx 4 0.53768
graphs/rmat-er.mtx 8 0.305882
graphs/rmat-er.mtx 16 0.203246
graphs/rmat-er.mtx 1 1.05225
graphs/rmat-er.mtx 2 0.912452
graphs/rmat-er.mtx 4 0.544222
graphs/rmat-er.mtx 8 0.305953
graphs/rmat-er.mtx 16 0.196577
graphs/rmat-er.mtx 1 1.25797
graphs/rmat-er.mtx 2 0.709044
graphs/rmat-er.mtx 4 0.532568
graphs/rmat-er.mtx 8 0.307758
graphs/rmat-er.mtx 16 0.200728
graphs/rmat-er.mtx 1 1.05084
graphs/rmat-er.mtx 2 0.981752
graphs/rmat-er.mtx 4 0.538155
graphs/rmat-er.mtx 8 0.307626
graphs/rmat-er.mtx 16 0.214248
graphs/rmat-er.mtx 1 1.05283
graphs/rmat-er.mtx 2 0.82939
graphs/rmat-er.mtx 4 0.532358
graphs/rmat-er.mtx 8 0.311906
graphs/rmat-er.mtx 16 0.203418
graphs/rmat-er.mtx 1 1.05565
graphs/rmat-er.mtx 2 0.984382
graphs/rmat-er.mtx 4 0.502711
graphs/rmat-er.mtx 8 0.308804
graphs/rmat-er.mtx 16 0.195554
graphs/rmat-er.mtx 1 1.05398
graphs/rmat-er.mtx 2 0.649793
graphs/rmat-er.mtx 4 0.431293
graphs/rmat-er.mtx 8 0.262132
graphs/rmat-er.mtx 16 0.1984
graphs/rmat-er.mtx 1 1.05367
graphs/rmat-er.mtx 2 0.981898
graphs/rmat-er.mtx 4 0.538493
graphs/rmat-er.mtx 8 0.307005
graphs/rmat-er.mtx 16 0.22063
graphs/rmat-er.mtx 1 1.05428
graphs/rmat-er.mtx 2 0.725399
graphs/rmat-er.mtx 4 0.371309
graphs/rmat-er.mtx 8 0.284953
graphs/rmat-er.mtx 16 0.191497
graphs/rmat-er.mtx 1 1.06544
graphs/rmat-er.mtx 2 0.588168
graphs/rmat-er.mtx 4 0.418964
graphs/rmat-er.mtx 8 0.269998
graphs/rmat-er.mtx 16 0.195103
graphs/rmat-er.mtx 1 1.05216
graphs/rmat-er.mtx 2 0.734663
graphs/rmat-er.mtx 4 0.459286
graphs/rmat-er.mtx 8 0.295384
graphs/rmat-er.mtx 16 0.264972
graphs/rmat-er.mtx 1 1.0687
graphs/rmat-er.mtx 2 0.593571
graphs/rmat-er.mtx 4 0.397574
graphs/rmat-er.mtx 8 0.262202
graphs/rmat-er.mtx 16 0.191664
graphs/rmat-er.mtx 1 1.0511
graphs/rmat-er.mtx 2 0.639542
graphs/rmat-er.mtx 4 0.509168
graphs/rmat-er.mtx 8 0.31209
graphs/rmat-er.mtx 16 0.248162
graphs/rmat-er.mtx 1 1.05562
graphs/rmat-er.mtx 2 0.726404
graphs/rmat-er.mtx 4 0.420396
graphs/rmat-er.mtx 8 0.283105
graphs/rmat-er.mtx 16 0.194483
graphs/rmat-er.mtx 1 1.05331
graphs/rmat-er.mtx 2 0.972902
graphs/rmat-er.mtx 4 0.467408
graphs/rmat-er.mtx 8 0.306862
graphs/rmat-er.mtx 16 0.199859
graphs/rmat-er.mtx 1 1.05404
graphs/rmat-er.mtx 2 0.84823
graphs/rmat-er.mtx 4 0.538963
graphs/rmat-er.mtx 8 0.24208
graphs/rmat-er.mtx 16 0.196054
graphs/rmat-er.mtx 1 1.05351
graphs/rmat-er.mtx 2 0.842353
graphs/rmat-er.mtx 4 0.533639
graphs/rmat-er.mtx 8 0.309098
graphs/rmat-er.mtx 16 0.195352
graphs/rmat-er.mtx 1 1.05517
graphs/rmat-er.mtx 2 0.964931
graphs/rmat-er.mtx 4 0.54393
graphs/rmat-er.mtx 8 0.30661
graphs/rmat-er.mtx 16 0.272109
graphs/rmat-er.mtx 1 1.05491
graphs/rmat-er.mtx 2 0.633577
graphs/rmat-er.mtx 4 0.505954
graphs/rmat-er.mtx 8 0.314525
graphs/rmat-er.mtx 16 0.202883
graphs/rmat-er.mtx 1 1.05262
graphs/rmat-er.mtx 2 0.833186
graphs/rmat-er.mtx 4 0.534405
graphs/rmat-er.mtx 8 0.308694
graphs/rmat-er.mtx 16 0.205742
graphs/europe_osm.mtx 1 1.57934
graphs/europe_osm.mtx 2 1.01551
graphs/europe_osm.mtx 4 0.722965
graphs/europe_osm.mtx 8 0.606752
graphs/europe_osm.mtx 16 1.07345
graphs/europe_osm.mtx 1 1.58025
graphs/europe_osm.mtx 2 1.01235
graphs/europe_osm.mtx 4 0.719169
graphs/europe_osm.mtx 8 0.606797
graphs/europe_osm.mtx 16 1.0699
graphs/europe_osm.mtx 1 1.57965
graphs/europe_osm.mtx 2 1.01609
graphs/europe_osm.mtx 4 0.729116
graphs/europe_osm.mtx 8 0.606868
graphs/europe_osm.mtx 16 1.08202
graphs/europe_osm.mtx 1 1.58039
graphs/europe_osm.mtx 2 1.02973
graphs/europe_osm.mtx 4 0.728479
graphs/europe_osm.mtx 8 0.614353
graphs/europe_osm.mtx 16 1.07472
graphs/europe_osm.mtx 1 1.60325
graphs/europe_osm.mtx 2 1.015
graphs/europe_osm.mtx 4 0.723807
graphs/europe_osm.mtx 8 0.60457
graphs/europe_osm.mtx 16 1.07466
graphs/europe_osm.mtx 1 1.57965
graphs/europe_osm.mtx 2 1.01481
graphs/europe_osm.mtx 4 0.718647
graphs/europe_osm.mtx 8 0.612635
graphs/europe_osm.mtx 16 1.06534
graphs/europe_osm.mtx 1 1.58107
graphs/europe_osm.mtx 2 1.01183
graphs/europe_osm.mtx 4 0.727942
graphs/europe_osm.mtx 8 0.61026
graphs/europe_osm.mtx 16 1.08431
graphs/europe_osm.mtx 1 1.58158
graphs/europe_osm.mtx 2 1.02536
graphs/europe_osm.mtx 4 0.714693
graphs/europe_osm.mtx 8 0.604347
graphs/europe_osm.mtx 16 1.07506
graphs/europe_osm.mtx 1 1.58154
graphs/europe_osm.mtx 2 1.01149
graphs/europe_osm.mtx 4 0.720853
graphs/europe_osm.mtx 8 0.607496
graphs/europe_osm.mtx 16 1.0844
graphs/europe_osm.mtx 1 1.57985
graphs/europe_osm.mtx 2 1.02489
graphs/europe_osm.mtx 4 0.717293
graphs/europe_osm.mtx 8 0.60702
graphs/europe_osm.mtx 16 1.07152
graphs/europe_osm.mtx 1 1.58094
graphs/europe_osm.mtx 2 1.02259
graphs/europe_osm.mtx 4 0.716626
graphs/europe_osm.mtx 8 0.606997
graphs/europe_osm.mtx 16 1.09401
graphs/europe_osm.mtx 1 1.58232
graphs/europe_osm.mtx 2 1.01699
graphs/europe_osm.mtx 4 0.715551
graphs/europe_osm.mtx 8 0.606962
graphs/europe_osm.mtx 16 1.07584
graphs/europe_osm.mtx 1 1.57941
graphs/europe_osm.mtx 2 1.01755
graphs/europe_osm.mtx 4 0.723299
graphs/europe_osm.mtx 8 0.600295
graphs/europe_osm.mtx 16 1.07475
graphs/europe_osm.mtx 1 1.58166
graphs/europe_osm.mtx 2 1.01277
graphs/europe_osm.mtx 4 0.710312
graphs/europe_osm.mtx 8 0.601985
graphs/europe_osm.mtx 16 1.06947
graphs/europe_osm.mtx 1 1.58162
graphs/europe_osm.mtx 2 1.03243
graphs/europe_osm.mtx 4 0.728988
graphs/europe_osm.mtx 8 0.6069
graphs/europe_osm.mtx 16 1.08089
graphs/europe_osm.mtx 1 1.58491
graphs/europe_osm.mtx 2 1.01917
graphs/europe_osm.mtx 4 0.719094
graphs/europe_osm.mtx 8 0.604548
graphs/europe_osm.mtx 16 1.08217
graphs/europe_osm.mtx 1 1.57844
graphs/europe_osm.mtx 2 1.02207
graphs/europe_osm.mtx 4 0.731832
graphs/europe_osm.mtx 8 0.601018
graphs/europe_osm.mtx 16 1.08809
graphs/europe_osm.mtx 1 1.57933
graphs/europe_osm.mtx 2 1.02548
graphs/europe_osm.mtx 4 0.725532
graphs/europe_osm.mtx 8 0.601289
graphs/europe_osm.mtx 16 1.07146
graphs/europe_osm.mtx 1 1.57765
graphs/europe_osm.mtx 2 1.0123
graphs/europe_osm.mtx 4 0.721547
graphs/europe_osm.mtx 8 0.606391
graphs/europe_osm.mtx 16 1.0751
graphs/europe_osm.mtx 1 1.57782
graphs/europe_osm.mtx 2 1.00759
graphs/europe_osm.mtx 4 0.719995
graphs/europe_osm.mtx 8 0.613534
graphs/europe_osm.mtx 16 1.06862
graphs/europe_osm.mtx 1 1.58035
graphs/europe_osm.mtx 2 1.0253
graphs/europe_osm.mtx 4 0.70872
graphs/europe_osm.mtx 8 0.605588
graphs/europe_osm.mtx 16 1.08046
graphs/europe_osm.mtx 1 1.57731
graphs/europe_osm.mtx 2 1.01681
graphs/europe_osm.mtx 4 0.718149
graphs/europe_osm.mtx 8 0.610848
graphs/europe_osm.mtx 16 1.06089
graphs/europe_osm.mtx 1 1.5795
graphs/europe_osm.mtx 2 1.01537
graphs/europe_osm.mtx 4 0.722774
graphs/europe_osm.mtx 8 0.606689
graphs/europe_osm.mtx 16 1.08595
graphs/europe_osm.mtx 1 1.57978
graphs/europe_osm.mtx 2 1.00991
graphs/europe_osm.mtx 4 0.724399
graphs/europe_osm.mtx 8 0.607108
graphs/europe_osm.mtx 16 1.08936
graphs/europe_osm.mtx 1 1.57843
graphs/europe_osm.mtx 2 1.02143
graphs/europe_osm.mtx 4 0.729925
graphs/europe_osm.mtx 8 0.610566
graphs/europe_osm.mtx 16 1.09306
graphs/europe_osm.mtx 1 1.57822
graphs/europe_osm.mtx 2 1.00938
graphs/europe_osm.mtx 4 0.720252
graphs/europe_osm.mtx 8 0.612949
graphs/europe_osm.mtx 16 1.06837
graphs/europe_osm.mtx 1 1.57901
graphs/europe_osm.mtx 2 1.02165
graphs/europe_osm.mtx 4 0.71827
graphs/europe_osm.mtx 8 0.613488
graphs/europe_osm.mtx 16 1.06355
graphs/europe_osm.mtx 1 1.58054
graphs/europe_osm.mtx 2 1.02043
graphs/europe_osm.mtx 4 0.726155
graphs/europe_osm.mtx 8 0.605554
graphs/europe_osm.mtx 16 1.06836
graphs/europe_osm.mtx 1 1.57836
graphs/europe_osm.mtx 2 1.0159
graphs/europe_osm.mtx 4 0.726295
graphs/europe_osm.mtx 8 0.607462
graphs/europe_osm.mtx 16 1.07521
graphs/europe_osm.mtx 1 1.57989
graphs/europe_osm.mtx 2 1.02611
graphs/europe_osm.mtx 4 0.724209
graphs/europe_osm.mtx 8 0.60692
graphs/europe_osm.mtx 16 1.08364
graphs/europe_osm.mtx 1 1.59441
graphs/europe_osm.mtx 2 1.0334
graphs/europe_osm.mtx 4 0.727353
graphs/europe_osm.mtx 8 0.60603
graphs/europe_osm.mtx 16 1.07432
graphs/europe_osm.mtx 1 1.57931
graphs/europe_osm.mtx 2 1.02034
graphs/europe_osm.mtx 4 0.726929
graphs/europe_osm.mtx 8 0.609753
graphs/europe_osm.mtx 16 1.07107
graphs/europe_osm.mtx 1 1.5789
graphs/europe_osm.mtx 2 1.01423
graphs/europe_osm.mtx 4 0.714934
graphs/europe_osm.mtx 8 0.609583
graphs/europe_osm.mtx 16 1.06888
graphs/europe_osm.mtx 1 1.57843
graphs/europe_osm.mtx 2 1.00952
graphs/europe_osm.mtx 4 0.715683
graphs/europe_osm.mtx 8 0.61263
graphs/europe_osm.mtx 16 1.0537
graphs/europe_osm.mtx 1 1.57831
graphs/europe_osm.mtx 2 1.02553
graphs/europe_osm.mtx 4 0.72454
graphs/europe_osm.mtx 8 0.614751
graphs/europe_osm.mtx 16 1.05881
graphs/europe_osm.mtx 1 1.58321
graphs/europe_osm.mtx 2 1.02149
graphs/europe_osm.mtx 4 0.72117
graphs/europe_osm.mtx 8 0.606447
graphs/europe_osm.mtx 16 1.08234
graphs/europe_osm.mtx 1 1.57718
graphs/europe_osm.mtx 2 1.0216
graphs/europe_osm.mtx 4 0.720305
graphs/europe_osm.mtx 8 0.613074
graphs/europe_osm.mtx 16 1.05586
graphs/europe_osm.mtx 1 1.57816
graphs/europe_osm.mtx 2 1.06956
graphs/europe_osm.mtx 4 0.717537
graphs/europe_osm.mtx 8 0.609801
graphs/europe_osm.mtx 16 1.06863
graphs/europe_osm.mtx 1 1.58043
graphs/europe_osm.mtx 2 1.03258
graphs/europe_osm.mtx 4 0.724132
graphs/europe_osm.mtx 8 0.604441
graphs/europe_osm.mtx 16 1.09079
graphs/europe_osm.mtx 1 1.58513
graphs/europe_osm.mtx 2 1.00936
graphs/europe_osm.mtx 4 0.722631
graphs/europe_osm.mtx 8 0.604919
graphs/europe_osm.mtx 16 1.08468
graphs/europe_osm.mtx 1 1.57892
graphs/europe_osm.mtx 2 1.0194
graphs/europe_osm.mtx 4 0.718537
graphs/europe_osm.mtx 8 0.603881
graphs/europe_osm.mtx 16 1.07956
graphs/europe_osm.mtx 1 1.58099
graphs/europe_osm.mtx 2 1.02051
graphs/europe_osm.mtx 4 0.71796
graphs/europe_osm.mtx 8 0.608272
graphs/europe_osm.mtx 16 1.08024
graphs/europe_osm.mtx 1 1.57789
graphs/europe_osm.mtx 2 1.01778
graphs/europe_osm.mtx 4 0.727827
graphs/europe_osm.mtx 8 0.605929
graphs/europe_osm.mtx 16 1.07544
graphs/europe_osm.mtx 1 1.58158
graphs/europe_osm.mtx 2 1.02595
graphs/europe_osm.mtx 4 0.723308
graphs/europe_osm.mtx 8 0.602042
graphs/europe_osm.mtx 16 1.06557
graphs/europe_osm.mtx 1 1.57905
graphs/europe_osm.mtx 2 1.02618
graphs/europe_osm.mtx 4 0.707922
graphs/europe_osm.mtx 8 0.601589
graphs/europe_osm.mtx 16 1.08208
graphs/europe_osm.mtx 1 1.58497
graphs/europe_osm.mtx 2 1.02608
graphs/europe_osm.mtx 4 0.714248
graphs/europe_osm.mtx 8 0.6047
graphs/europe_osm.mtx 16 1.07764
graphs/europe_osm.mtx 1 1.58078
graphs/europe_osm.mtx 2 1.0113
graphs/europe_osm.mtx 4 0.709659
graphs/europe_osm.mtx 8 0.605471
graphs/europe_osm.mtx 16 1.06861
graphs/europe_osm.mtx 1 1.5847
graphs/europe_osm.mtx 2 1.01743
graphs/europe_osm.mtx 4 0.713497
graphs/europe_osm.mtx 8 0.605824
graphs/europe_osm.mtx 16 1.08041
graphs/europe_osm.mtx 1 1.58118
graphs/europe_osm.mtx 2 1.02502
graphs/europe_osm.mtx 4 0.719415
graphs/europe_osm.mtx 8 0.601792
graphs/europe_osm.mtx 16 1.07125
graphs/europe_osm.mtx 1 1.57945
graphs/europe_osm.mtx 2 1.01604
graphs/europe_osm.mtx 4 0.719483
graphs/europe_osm.mtx 8 0.600818
graphs/europe_osm.mtx 16 1.07874
graphs/wiki-topcats.mtx 1 0.18038
graphs/wiki-topcats.mtx 2 0.120514
graphs/wiki-topcats.mtx 4 0.0738462
graphs/wiki-topcats.mtx 8 0.049775
graphs/wiki-topcats.mtx 16 0.0413531
graphs/wiki-topcats.mtx 1 0.186452
graphs/wiki-topcats.mtx 2 0.133063
graphs/wiki-topcats.mtx 4 0.0722211
graphs/wiki-topcats.mtx 8 0.045635
graphs/wiki-topcats.mtx 16 0.0393429
graphs/wiki-topcats.mtx 1 0.185382
graphs/wiki-topcats.mtx 2 0.125721
graphs/wiki-topcats.mtx 4 0.0734886
graphs/wiki-topcats.mtx 8 0.0453944
graphs/wiki-topcats.mtx 16 0.045223
graphs/wiki-topcats.mtx 1 0.183192
graphs/wiki-topcats.mtx 2 0.130493
graphs/wiki-topcats.mtx 4 0.0708385
graphs/wiki-topcats.mtx 8 0.0474854
graphs/wiki-topcats.mtx 16 0.0413237
graphs/wiki-topcats.mtx 1 0.186721
graphs/wiki-topcats.mtx 2 0.133164
graphs/wiki-topcats.mtx 4 0.0752539
graphs/wiki-topcats.mtx 8 0.0460481
graphs/wiki-topcats.mtx 16 0.0407319
graphs/wiki-topcats.mtx 1 0.183714
graphs/wiki-topcats.mtx 2 0.124983
graphs/wiki-topcats.mtx 4 0.0738925
graphs/wiki-topcats.mtx 8 0.0460944
graphs/wiki-topcats.mtx 16 0.0442604
graphs/wiki-topcats.mtx 1 0.186164
graphs/wiki-topcats.mtx 2 0.136739
graphs/wiki-topcats.mtx 4 0.0745494
graphs/wiki-topcats.mtx 8 0.0490017
graphs/wiki-topcats.mtx 16 0.0445624
graphs/wiki-topcats.mtx 1 0.18696
graphs/wiki-topcats.mtx 2 0.143661
graphs/wiki-topcats.mtx 4 0.0740891
graphs/wiki-topcats.mtx 8 0.0461475
graphs/wiki-topcats.mtx 16 0.0439663
graphs/wiki-topcats.mtx 1 0.184493
graphs/wiki-topcats.mtx 2 0.124527
graphs/wiki-topcats.mtx 4 0.0771135
graphs/wiki-topcats.mtx 8 0.0455083
graphs/wiki-topcats.mtx 16 0.0411272
graphs/wiki-topcats.mtx 1 0.185927
graphs/wiki-topcats.mtx 2 0.137204
graphs/wiki-topcats.mtx 4 0.0743818
graphs/wiki-topcats.mtx 8 0.0478803
graphs/wiki-topcats.mtx 16 0.0435936
graphs/wiki-topcats.mtx 1 0.186863
graphs/wiki-topcats.mtx 2 0.127977
graphs/wiki-topcats.mtx 4 0.0746633
graphs/wiki-topcats.mtx 8 0.0489787
graphs/wiki-topcats.mtx 16 0.0447972
graphs/wiki-topcats.mtx 1 0.187786
graphs/wiki-topcats.mtx 2 0.128186
graphs/wiki-topcats.mtx 4 0.0751937
graphs/wiki-topcats.mtx 8 0.0475069
graphs/wiki-topcats.mtx 16 0.0440002
graphs/wiki-topcats.mtx 1 0.183782
graphs/wiki-topcats.mtx 2 0.124881
graphs/wiki-topcats.mtx 4 0.0797927
graphs/wiki-topcats.mtx 8 0.0462184
graphs/wiki-topcats.mtx 16 0.0431516
graphs/wiki-topcats.mtx 1 0.185849
graphs/wiki-topcats.mtx 2 0.130898
graphs/wiki-topcats.mtx 4 0.0742564
graphs/wiki-topcats.mtx 8 0.0467894
graphs/wiki-topcats.mtx 16 0.0436212
graphs/wiki-topcats.mtx 1 0.18472
graphs/wiki-topcats.mtx 2 0.130933
graphs/wiki-topcats.mtx 4 0.0744051
graphs/wiki-topcats.mtx 8 0.0499118
graphs/wiki-topcats.mtx 16 0.0438143
graphs/wiki-topcats.mtx 1 0.183916
graphs/wiki-topcats.mtx 2 0.120304
graphs/wiki-topcats.mtx 4 0.0743822
graphs/wiki-topcats.mtx 8 0.0465091
graphs/wiki-topcats.mtx 16 0.0414921
graphs/wiki-topcats.mtx 1 0.187133
graphs/wiki-topcats.mtx 2 0.136646
graphs/wiki-topcats.mtx 4 0.0777813
graphs/wiki-topcats.mtx 8 0.0474657
graphs/wiki-topcats.mtx 16 0.0437026
graphs/wiki-topcats.mtx 1 0.183567
graphs/wiki-topcats.mtx 2 0.125343
graphs/wiki-topcats.mtx 4 0.0766011
graphs/wiki-topcats.mtx 8 0.0475847
graphs/wiki-topcats.mtx 16 0.041066
graphs/wiki-topcats.mtx 1 0.184443
graphs/wiki-topcats.mtx 2 0.122443
graphs/wiki-topcats.mtx 4 0.0749945
graphs/wiki-topcats.mtx 8 0.0460744
graphs/wiki-topcats.mtx 16 0.0410812
graphs/wiki-topcats.mtx 1 0.186942
graphs/wiki-topcats.mtx 2 0.126437
graphs/wiki-topcats.mtx 4 0.0784521
graphs/wiki-topcats.mtx 8 0.0458442
graphs/wiki-topcats.mtx 16 0.0425927
graphs/wiki-topcats.mtx 1 0.184565
graphs/wiki-topcats.mtx 2 0.124468
graphs/wiki-topcats.mtx 4 0.0781119
graphs/wiki-topcats.mtx 8 0.0475373
graphs/wiki-topcats.mtx 16 0.043062
graphs/wiki-topcats.mtx 1 0.184794
graphs/wiki-topcats.mtx 2 0.126154
graphs/wiki-topcats.mtx 4 0.0749368
graphs/wiki-topcats.mtx 8 0.0457738
graphs/wiki-topcats.mtx 16 0.0417658
graphs/wiki-topcats.mtx 1 0.18629
graphs/wiki-topcats.mtx 2 0.129065
graphs/wiki-topcats.mtx 4 0.0752698
graphs/wiki-topcats.mtx 8 0.0502129
graphs/wiki-topcats.mtx 16 0.0419812
graphs/wiki-topcats.mtx 1 0.185054
graphs/wiki-topcats.mtx 2 0.121184
graphs/wiki-topcats.mtx 4 0.0784473
graphs/wiki-topcats.mtx 8 0.0481712
graphs/wiki-topcats.mtx 16 0.0402672
graphs/wiki-topcats.mtx 1 0.184962
graphs/wiki-topcats.mtx 2 0.136517
graphs/wiki-topcats.mtx 4 0.0741408
graphs/wiki-topcats.mtx 8 0.046582
graphs/wiki-topcats.mtx 16 0.0426595
graphs/wiki-topcats.mtx 1 0.186397
graphs/wiki-topcats.mtx 2 0.135151
graphs/wiki-topcats.mtx 4 0.0728801
graphs/wiki-topcats.mtx 8 0.0473747
graphs/wiki-topcats.mtx 16 0.0412371
graphs/wiki-topcats.mtx 1 0.183508
graphs/wiki-topcats.mtx 2 0.12505
graphs/wiki-topcats.mtx 4 0.0795095
graphs/wiki-topcats.mtx 8 0.0464096
graphs/wiki-topcats.mtx 16 0.0414325
graphs/wiki-topcats.mtx 1 0.185918
graphs/wiki-topcats.mtx 2 0.132407
graphs/wiki-topcats.mtx 4 0.0718572
graphs/wiki-topcats.mtx 8 0.0464168
graphs/wiki-topcats.mtx 16 0.0412729
graphs/wiki-topcats.mtx 1 0.186281
graphs/wiki-topcats.mtx 2 0.13352
graphs/wiki-topcats.mtx 4 0.0799108
graphs/wiki-topcats.mtx 8 0.0483823
graphs/wiki-topcats.mtx 16 0.0436399
graphs/wiki-topcats.mtx 1 0.186181
graphs/wiki-topcats.mtx 2 0.126018
graphs/wiki-topcats.mtx 4 0.0740176
graphs/wiki-topcats.mtx 8 0.0468477
graphs/wiki-topcats.mtx 16 0.0409875
graphs/wiki-topcats.mtx 1 0.18664
graphs/wiki-topcats.mtx 2 0.135593
graphs/wiki-topcats.mtx 4 0.0740959
graphs/wiki-topcats.mtx 8 0.0481074
graphs/wiki-topcats.mtx 16 0.0411664
graphs/wiki-topcats.mtx 1 0.186814
graphs/wiki-topcats.mtx 2 0.136583
graphs/wiki-topcats.mtx 4 0.0789324
graphs/wiki-topcats.mtx 8 0.0496088
graphs/wiki-topcats.mtx 16 0.0419384
graphs/wiki-topcats.mtx 1 0.186512
graphs/wiki-topcats.mtx 2 0.135985
graphs/wiki-topcats.mtx 4 0.076167
graphs/wiki-topcats.mtx 8 0.0472963
graphs/wiki-topcats.mtx 16 0.0404677
graphs/wiki-topcats.mtx 1 0.18626
graphs/wiki-topcats.mtx 2 0.127839
graphs/wiki-topcats.mtx 4 0.0737891
graphs/wiki-topcats.mtx 8 0.0483844
graphs/wiki-topcats.mtx 16 0.0418462
graphs/wiki-topcats.mtx 1 0.185887
graphs/wiki-topcats.mtx 2 0.127767
graphs/wiki-topcats.mtx 4 0.0727726
graphs/wiki-topcats.mtx 8 0.0491542
graphs/wiki-topcats.mtx 16 0.0433439
graphs/wiki-topcats.mtx 1 0.186036
graphs/wiki-topcats.mtx 2 0.134245
graphs/wiki-topcats.mtx 4 0.07839
graphs/wiki-topcats.mtx 8 0.0470739
graphs/wiki-topcats.mtx 16 0.0401917
graphs/wiki-topcats.mtx 1 0.1832
graphs/wiki-topcats.mtx 2 0.133492
graphs/wiki-topcats.mtx 4 0.0783392
graphs/wiki-topcats.mtx 8 0.0486811
graphs/wiki-topcats.mtx 16 0.0413562
graphs/wiki-topcats.mtx 1 0.185049
graphs/wiki-topcats.mtx 2 0.1263
graphs/wiki-topcats.mtx 4 0.0773427
graphs/wiki-topcats.mtx 8 0.0467867
graphs/wiki-topcats.mtx 16 0.0416389
graphs/wiki-topcats.mtx 1 0.186305
graphs/wiki-topcats.mtx 2 0.13669
graphs/wiki-topcats.mtx 4 0.079816
graphs/wiki-topcats.mtx 8 0.0465874
graphs/wiki-topcats.mtx 16 0.0412246
graphs/wiki-topcats.mtx 1 0.184774
graphs/wiki-topcats.mtx 2 0.142105
graphs/wiki-topcats.mtx 4 0.0803515
graphs/wiki-topcats.mtx 8 0.0513932
graphs/wiki-topcats.mtx 16 0.0427185
graphs/wiki-topcats.mtx 1 0.184903
graphs/wiki-topcats.mtx 2 0.122752
graphs/wiki-topcats.mtx 4 0.072683
graphs/wiki-topcats.mtx 8 0.0477597
graphs/wiki-topcats.mtx 16 0.0402485
graphs/wiki-topcats.mtx 1 0.183187
graphs/wiki-topcats.mtx 2 0.132137
graphs/wiki-topcats.mtx 4 0.0740855
graphs/wiki-topcats.mtx 8 0.0457739
graphs/wiki-topcats.mtx 16 0.0431285
graphs/wiki-topcats.mtx 1 0.202139
graphs/wiki-topcats.mtx 2 0.148029
graphs/wiki-topcats.mtx 4 0.0731937
graphs/wiki-topcats.mtx 8 0.0483453
graphs/wiki-topcats.mtx 16 0.0474791
graphs/wiki-topcats.mtx 1 0.185012
graphs/wiki-topcats.mtx 2 0.125066
graphs/wiki-topcats.mtx 4 0.0741429
graphs/wiki-topcats.mtx 8 0.0488017
graphs/wiki-topcats.mtx 16 0.0428906
graphs/wiki-topcats.mtx 1 0.181541
graphs/wiki-topcats.mtx 2 0.123319
graphs/wiki-topcats.mtx 4 0.0726471
graphs/wiki-topcats.mtx 8 0.0468661
graphs/wiki-topcats.mtx 16 0.0422721
graphs/wiki-topcats.mtx 1 0.184782
graphs/wiki-topcats.mtx 2 0.12372
graphs/wiki-topcats.mtx 4 0.0739914
graphs/wiki-topcats.mtx 8 0.0485861
graphs/wiki-topcats.mtx 16 0.0433341
graphs/wiki-topcats.mtx 1 0.186434
graphs/wiki-topcats.mtx 2 0.127422
graphs/wiki-topcats.mtx 4 0.0789455
graphs/wiki-topcats.mtx 8 0.0459393
graphs/wiki-topcats.mtx 16 0.0427933
graphs/wiki-topcats.mtx 1 0.183654
graphs/wiki-topcats.mtx 2 0.132568
graphs/wiki-topcats.mtx 4 0.0800537
graphs/wiki-topcats.mtx 8 0.047523
graphs/wiki-topcats.mtx 16 0.0414728
graphs/wiki-topcats.mtx 1 0.184901
graphs/wiki-topcats.mtx 2 0.123832
graphs/wiki-topcats.mtx 4 0.0754917
graphs/wiki-topcats.mtx 8 0.0455979
graphs/wiki-topcats.mtx 16 0.0407827
graphs/wiki-topcats.mtx 1 0.185574
graphs/wiki-topcats.mtx 2 0.13161
graphs/wiki-topcats.mtx 4 0.074577
graphs/wiki-topcats.mtx 8 0.0478363
graphs/wiki-topcats.mtx 16 0.0433845
